Timestamp,Middle_Finger_Angle,Average_Angle,Error
1703501432.3158202,19.09907347058792,36.255695852207495,0.4732117803380944
1703501432.6172154,18.90273678753889,39.187763609352984,0.5176367558002888
1703501436.021017,33.691835604680264,38.00503832007658,0.1134902872369377
1703501436.621588,18.41077550847212,38.900471985221536,0.5267210249925385
1703501436.6959991,22.285937789797753,40.22215264962794,0.44592876507806944
1703501436.796049,17.902379884379037,37.72911885761905,0.5255023062706958
1703501436.8873706,19.329566531400904,38.34174551875931,0.49586107075006264
1703501436.977721,26.77685317860524,41.85212755482131,0.360203298063384
1703501437.061216,30.012834115416027,43.39514285551352,0.30838264053317244
1703501437.1449203,32.445099058852705,44.00772682741905,0.262740854893742
1703501437.2443995,31.35893899792071,43.23433479716444,0.2746751130775485
1703501437.3484492,36.89718981301425,45.60450478268912,0.19093102778258986
1703501437.446412,41.02135960193087,47.68894658337695,0.13981409653888688
1703501437.5276258,39.96065306037788,47.33520540686651,0.15579423989187688
1703501437.6119673,42.095493215731175,47.53247463036347,0.11438456459321772
1703501437.6948798,40.942579843027715,47.03832926541012,0.12959111255817807
1703501437.779876,40.37218991006978,46.80117153190937,0.13736796348049246
1703501437.8622122,40.95278855651056,47.32761153601548,0.13469564114077026
1703501437.9453743,40.2307338630355,47.02754834522264,0.14452836095755353
1703501438.028815,39.65030205666382,46.960188296985656,0.15566134858941896
1703501438.125767,36.97444011342141,45.168904463648516,0.18141826656039292
1703501438.2112875,37.44476499106182,45.57558828138665,0.17840303541721944
1703501438.3100758,38.37181084138874,45.80956572867314,0.16236248410075968
1703501438.3947003,36.83202540639367,45.11322005159123,0.18356469867872943
1703501438.5111115,38.3356278213153,46.32073853366107,0.17238737906873028
1703501438.581127,28.633515942972945,42.47299937773179,0.3258419145697245
1703501438.66216,28.80573782358605,42.983529476773256,0.3298424262914094
1703501438.7580445,23.005994426999802,40.92684932268309,0.43787526262743426
1703501438.8473935,26.328106800860034,42.55855079739901,0.38136740308203604
1703501438.9280446,28.33084755898421,41.98102610028252,0.325151141105778
1703501439.0113964,35.20936112295156,44.304440957597954,0.20528596316904069
1703501439.783646,35.82532565217907,43.745228697720414,0.18104609991338452
1703501439.8780158,32.235181554853284,42.4022042653322,0.2397758061552337
